date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;-12,547;-43,106;26,815;60,000
;-12,820;-43,106;26,827;60,000
;-12,805;-43,106;26,815;60,000
;-12,781;-43,106;26,815;60,000
;-12,766;-43,106;26,815;60,000
;-12,758;-43,106;26,815;60,000
;-12,773;-43,106;26,815;60,000
;-12,836;-43,106;26,815;60,000
;-12,898;-43,106;26,815;60,000
;-13,015;-43,106;26,815;60,000
;-13,023;-43,106;26,815;60,000
;-13,070;-43,106;26,815;60,000
;-13,093;-43,106;26,815;60,000
;-13,132;-43,106;26,815;60,000
;-13,195;-43,106;26,827;60,000
;-13,468;-43,106;26,890;60,000
;-13,444;-43,106;26,815;60,000
;-13,413;-43,106;26,815;60,000
;-13,429;-43,106;26,815;60,000
;-13,444;-43,106;26,815;60,000
;-13,421;-43,106;26,815;60,000
;-13,429;-43,106;26,815;60,000
;-13,452;-43,106;26,815;60,000
;-13,460;-43,106;26,827;60,000
;-13,483;-43,106;26,815;60,000
;-13,483;-43,106;26,827;60,000
;-13,507;-43,106;26,815;60,000
;-13,553;-43,106;26,815;60,000
;-13,522;-43,106;26,827;60,000
;-13,811;-43,106;26,840;60,000
;-13,787;-43,106;26,827;60,000
;-13,764;-43,106;26,827;60,000
;-13,772;-43,106;26,827;60,000
;-13,756;-43,106;26,827;60,000
;-13,748;-43,106;26,827;60,000
;-13,741;-43,106;26,827;60,000
;-13,709;-43,106;26,827;60,000
;-13,748;-43,106;26,827;60,000
;-13,717;-43,106;26,827;60,000
;-13,741;-43,106;26,827;60,000
;-13,842;-43,106;26,827;60,000
;-13,912;-43,106;26,827;60,000
;-13,936;-43,118;26,827;60,000
;-14,255;-43,106;26,865;60,000
;-14,209;-43,106;26,827;60,000
;-14,177;-43,106;26,827;60,000
;-14,170;-43,106;26,840;60,000
;-14,170;-43,106;26,827;60,000
;-14,099;-43,106;26,840;60,000
;-14,076;-43,106;26,840;60,000
;-14,084;-43,106;26,840;60,000
;-14,084;-43,106;26,840;60,000
;-14,068;-43,118;26,840;60,000
;-14,068;-43,118;26,840;60,000
;-14,053;-43,118;26,840;60,000
;-14,037;-43,118;26,827;60,000
;-14,014;-43,118;26,827;60,000
;-14,279;-43,106;26,840;60,000
;-14,232;-43,106;26,840;60,000
;-14,224;-43,106;26,840;60,000
;-14,170;-43,106;26,840;60,000
;-14,131;-43,106;26,827;60,000
;-14,107;-43,106;26,840;60,000
;-14,115;-43,106;26,827;60,000
;-14,092;-43,106;26,827;60,000
;-14,068;-43,118;26,827;60,000
;-14,053;-43,118;26,827;60,000
;-14,060;-43,118;26,827;60,000
;-14,037;-43,118;26,827;60,000
;-14,060;-43,118;26,827;60,000
;-14,021;-43,118;26,827;60,000
;-14,263;-43,106;26,827;60,000
;-14,302;-43,118;26,827;60,000
;-14,357;-43,118;26,827;60,000
;-14,333;-43,118;26,827;60,000
;-14,310;-43,118;26,827;60,000
;-14,287;-43,118;26,815;60,000
;-14,263;-43,118;26,827;60,000
;-14,279;-43,118;26,827;60,000
;-14,240;-43,118;26,827;60,000
;-14,255;-43,118;26,815;60,000
;-14,216;-43,118;26,815;60,000
;-14,216;-43,118;26,815;60,000
;-14,193;-43,118;26,815;60,000
;-14,154;-43,118;26,815;60,000
;-14,404;-43,106;26,890;60,000
;-14,341;-43,106;26,815;60,000
;-14,349;-43,106;26,815;60,000
;-14,287;-43,118;26,815;60,000
;-14,279;-43,118;26,815;60,000
;-14,263;-43,118;26,815;60,000
;-14,240;-43,118;26,815;60,000
;-14,185;-43,118;26,815;60,000
;-14,185;-43,118;26,815;60,000
;-14,170;-43,118;26,815;60,000
;-14,170;-43,118;26,815;60,000
;-14,162;-43,118;26,815;60,000
;-14,154;-43,118;26,815;60,000
;-14,170;-43,118;26,815;60,000
;-14,404;-43,106;26,827;60,000
;-14,357;-43,106;26,815;60,000
;-14,318;-43,106;26,815;60,000
;-14,271;-43,106;26,815;60,000
;-14,263;-43,106;26,815;60,000
;-14,255;-43,106;26,815;60,000
;-14,310;-43,106;26,815;60,000
;-14,326;-43,106;26,815;60,000
;-14,326;-43,118;26,815;60,000
;-14,279;-43,118;26,815;60,000
;-14,302;-43,118;26,815;60,000
;-14,294;-43,118;26,815;60,000
;-14,263;-43,118;26,815;60,000
;-14,255;-43,118;26,815;60,000
;-14,474;-43,118;26,815;60,000
;-14,419;-43,118;26,815;60,000
;-14,326;-43,118;26,815;60,000
;-14,240;-43,118;26,815;60,000
;-14,146;-43,118;26,815;60,000
;-14,053;-43,118;26,815;60,000
;-13,998;-43,118;26,815;60,000
;-13,936;-43,118;26,815;60,000
;-13,865;-43,118;26,815;60,000
;-13,772;-43,118;26,815;60,000
;-13,694;-43,118;26,815;60,000
;-13,647;-43,118;26,815;60,000
;-13,592;-43,118;26,815;60,000
;-13,522;-43,118;26,815;60,000
;-13,702;-43,118;26,827;60,000
;-13,616;-43,118;26,815;60,000
;-13,522;-43,118;26,815;60,000
;-13,444;-43,118;26,815;60,000
;-13,390;-43,118;26,815;60,000
;-13,304;-43,118;26,827;60,000
;-13,202;-43,118;26,827;60,000
;-13,163;-43,118;26,815;60,000
;-13,101;-43,118;26,815;60,000
;-13,093;-43,118;26,827;60,000
;-13,109;-43,118;26,815;60,000
;-13,070;-43,118;26,827;60,000
;-13,015;-43,118;26,827;60,000
;-12,968;-43,118;26,827;60,000
;-13,171;-43,118;26,852;59,000
;-13,101;-43,118;26,827;59,000
;-13,062;-43,118;26,827;59,000
;-12,968;-43,118;26,827;59,000
;-12,883;-43,118;26,827;59,000
;-12,828;-43,118;26,827;59,000
;-12,766;-43,118;26,827;59,000
;-12,703;-43,118;26,827;59,000
;-12,680;-43,118;26,827;59,000
;-12,625;-43,118;26,827;59,000
;-12,571;-43,118;26,827;59,000
;-12,532;-43,118;26,827;59,000
;-12,532;-43,118;26,827;59,000
;-12,500;-43,118;26,827;59,000
;-12,727;-43,118;26,827;59,000
;-12,680;-43,118;26,827;59,000
;-12,649;-43,118;26,827;59,000
;-12,610;-43,118;26,840;59,000
;-12,555;-43,118;26,840;59,000
;-12,555;-43,118;26,840;59,000
;-12,563;-43,118;26,840;59,000
;-12,547;-43,118;26,840;59,000
;-12,539;-43,118;26,840;59,000
;-12,532;-43,118;26,840;59,000
;-12,532;-43,118;26,840;59,000
;-12,547;-43,131;26,840;59,000
;-12,578;-43,131;26,840;59,000
;-12,633;-43,131;26,840;59,000
;-12,953;-43,118;26,840;59,000
;-12,953;-43,118;26,840;59,000
;-12,953;-43,118;26,840;60,000
;-12,976;-43,118;26,840;60,000
;-13,023;-43,118;26,840;60,000
;-13,031;-43,118;26,840;60,000
;-13,023;-43,118;26,840;60,000
;-13,039;-43,118;26,852;60,000
;-13,046;-43,118;26,840;60,000
;-13,109;-43,118;26,852;60,000
;-13,109;-43,131;26,852;60,000
;-13,132;-43,131;26,852;60,000
;-13,195;-43,131;26,852;60,000
;-13,210;-43,131;26,852;60,000
;-13,429;-43,118;26,852;60,000
;-13,452;-43,131;26,852;60,000
;-13,468;-43,131;26,852;60,000
;-13,460;-43,131;26,852;60,000
;-13,475;-43,131;26,852;60,000
;-13,491;-43,131;26,852;60,000
;-13,538;-43,131;26,852;60,000
;-13,546;-43,131;26,865;60,000
;-13,546;-43,131;26,865;60,000
;-13,608;-43,131;26,865;60,000
;-13,608;-43,131;26,865;60,000
;-13,631;-43,131;26,865;60,000
;-13,624;-43,131;26,865;60,000
;-13,655;-43,131;26,865;60,000
;-13,904;-43,118;26,865;60,000
;-13,936;-43,118;26,865;60,000
;-13,998;-43,118;26,877;60,000
;-14,021;-43,118;26,877;60,000
;-14,045;-43,131;26,877;60,000
;-14,053;-43,131;26,877;60,000
;-14,060;-43,131;26,877;60,000
;-14,068;-43,131;26,877;60,000
;-14,092;-43,131;26,877;60,000
;-14,076;-43,131;26,877;60,000
;-14,045;-43,131;26,877;60,000
;-14,068;-43,131;26,890;60,000
;-14,053;-43,131;26,890;60,000
;-14,076;-43,131;26,877;60,000
;-14,341;-43,118;26,927;60,000
;-14,310;-43,118;26,890;60,000
;-14,271;-43,118;26,890;60,000
;-14,271;-43,118;26,890;60,000
;-14,255;-43,118;26,890;60,000
;-14,216;-43,118;26,890;60,000
;-14,201;-43,118;26,890;60,000
;-14,177;-43,118;26,890;60,000
;-14,193;-43,131;26,890;60,000
;-14,162;-43,131;26,890;60,000
;-14,138;-43,131;26,890;60,000
;-14,162;-43,131;26,890;60,000
;-14,138;-43,131;26,890;60,000
;-14,162;-43,131;26,890;60,000
;-14,435;-43,118;26,902;60,000
;-14,419;-43,118;26,902;60,000
;-14,365;-43,118;26,902;60,000
;-14,318;-43,118;26,902;60,000
;-14,294;-43,118;26,902;60,000
;-14,318;-43,118;26,902;60,000
;-14,380;-43,118;26,902;60,000
;-14,427;-43,118;26,902;60,000
;-14,443;-43,131;26,915;60,000
;-14,427;-43,131;26,915;60,000
;-14,411;-43,131;26,915;59,000
;-14,427;-43,131;26,915;59,000
;-14,435;-43,131;26,915;59,000
;-14,419;-43,131;26,915;59,000
;-13,741;-43,118;26,952;59,000
