date;respiration;activite_electrodermale;temperature;frequence_cardiaque
;9,457;-48,936;22,586;52,000
;9,519;-48,936;22,586;51,000
;9,558;-48,936;22,586;51,000
;9,566;-48,936;22,586;51,000
;9,566;-48,936;22,586;51,000
;9,636;-48,936;22,586;51,000
;9,636;-48,936;22,586;51,000
;9,636;-48,936;22,586;51,000
;9,652;-48,936;22,586;51,000
;9,667;-48,936;22,586;51,000
;9,675;-48,936;22,586;51,000
;9,722;-48,936;22,586;51,000
;9,753;-48,936;22,586;51,000
;9,745;-48,936;22,586;51,000
;9,784;-48,936;22,586;51,000
;9,800;-48,936;22,586;51,000
;9,808;-48,936;22,586;51,000
;9,792;-48,936;22,586;51,000
;9,831;-48,936;22,586;51,000
;9,792;-48,936;22,586;51,000
;9,745;-48,936;22,586;51,000
;9,706;-48,936;22,586;51,000
;9,628;-48,936;22,586;51,000
;9,605;-48,936;22,586;51,000
;9,527;-48,936;22,586;51,000
;9,449;-48,936;22,586;51,000
;9,371;-48,936;22,586;51,000
;9,246;-48,936;22,586;51,000
;9,145;-48,936;22,586;51,000
;9,121;-48,936;22,586;51,000
;9,090;-48,936;22,586;51,000
;9,074;-48,936;22,586;51,000
;9,043;-48,936;22,586;51,000
;8,957;-48,936;22,586;51,000
;8,879;-48,936;22,586;51,000
;8,762;-48,936;22,586;51,000
;8,747;-48,936;22,586;51,000
;8,723;-48,936;22,586;51,000
;8,661;-48,936;22,586;51,000
;8,638;-48,936;22,586;51,000
;8,552;-48,936;22,586;51,000
;8,435;-48,936;22,586;51,000
;8,427;-48,936;22,586;51,000
;8,365;-48,936;22,586;51,000
;8,333;-48,936;22,586;51,000
;8,310;-48,936;22,586;51,000
;8,294;-48,936;22,586;51,000
;8,279;-48,936;22,586;51,000
;8,232;-48,936;22,586;51,000
;8,240;-48,936;22,586;51,000
;8,224;-48,936;22,586;51,000
;8,216;-48,936;22,586;51,000
;8,185;-48,936;22,586;51,000
;8,170;-48,936;22,586;51,000
